kepid,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5374403,CONFIRMED,CANDIDATE,0.983,40.8366307,0.0003848,-0.0003848,152.87346,0.00734,-0.00734,2454985.873,0.00734,-0.00734,0.363,0.101,-0.363,4.956,0.182,-0.182,264.8,16.3,-16.3,1.5,0.18,-0.13,496,,,14.3,5.07,-3.37,18.7,5529,110,-110,4.457,0.076,-0.093,0.925,0.11,-0.083,295.10242,40.572392,14.05
1995519,CONFIRMED,CANDIDATE,0.952,19.9401211,0.0001344,-0.0001344,142.34849,0.0053,-0.0053,2454975.348,0.0053,-0.0053,0.862,0.083,-0.621,4.283,0.188,-0.188,758.9,47.1,-47.1,2.42,0.47,-0.2,588,,,28.29,16.48,-7.22,18,5623,152,-169,4.596,0.04,-0.12,0.763,0.147,-0.063,286.15015,37.411369,15.922
4914566,CONFIRMED,CANDIDATE,0.991,22.2420032,0.000246,-0.000246,144.72364,0.00884,-0.00884,2454977.724,0.00884,-0.00884,0.897,0.052,-0.622,7.532,0.235,-0.235,63.5,4.5,-4.5,2.04,0.3,-0.57,954,,,195.54,83.73,-102.12,16.2,5979,118,-130,3.854,0.224,-0.08,2.164,0.323,-0.601,289.03302,40.086891,12.816
6198182,CONFIRMED,CANDIDATE,0.957,3.88148385,3.403E-05,-3.403E-05,135.12314,0.00773,-0.00773,2454968.123,0.00773,-0.00773,0.252,0.202,-0.252,2.679,0.203,-0.203,36.3,3.6,-3.6,0.59,0.09,-0.04,1156,,,423,178.88,-84.77,11.9,5854,105,-128,4.469,0.04,-0.12,0.979,0.148,-0.064,289.68671,41.588928,12.32
10024051,CONFIRMED,CANDIDATE,1,0.577369336,3.95E-07,-3.95E-07,132.425795,0.000505,-0.000505,2454965.426,0.000505,-0.000505,0.032,0.403,-0.032,1.0852,0.0203,-0.0203,400.4,7.3,-7.3,1.42,0.2,-0.12,1757,,,2239.26,1059.17,-554.65,68.3,5255,158,-142,4.617,0.039,-0.084,0.716,0.103,-0.06,296.55307,46.96629,14.859
4349452,CONFIRMED,CANDIDATE,1,12.720370263,2.282E-06,-2.282E-06,178.528297,0.000144,-0.000144,2455011.528,0.000144,-0.000144,0.787,0.051,-0.401,2.7306,0.0513,-0.0513,1180.1,3.9,-3.9,4.75,0.28,-0.22,934,,,180.23,31.84,-24.2,485.5,6267,81,-75,4.28,0.033,-0.03,1.258,0.072,-0.059,286.6384,39.487881,10.734
8073806,CONFIRMED,CANDIDATE,1,11.96407399,5.738E-05,-5.738E-05,133.15804,0.00512,-0.00512,2454966.158,0.00512,-0.00512,0.903,0.041,-0.62,4.526,0.148,-0.148,784.2,38.8,-38.8,3.21,0.92,-0.47,808,,,100.96,85.57,-35.47,22.9,5903,158,-175,4.437,0.101,-0.188,0.961,0.278,-0.139,280.31488,43.98571,15.361
3234598,CONFIRMED,CANDIDATE,1,12.90467523,7.137E-05,-7.137E-05,144.32009,0.00451,-0.00451,2454977.32,0.00451,-0.00451,0.553,0.386,-0.338,3.28,0.131,-0.131,412.4,21.6,-21.6,1.49,0.04,-0.08,545,,,20.91,2.66,-3.44,21.2,4513,71,-80,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07
10453588,CONFIRMED,CANDIDATE,0.939,68.8861017,0.0005576,-0.0005576,160.29958,0.00684,-0.00684,2454993.3,0.00684,-0.00684,0.241,0.207,-0.241,5.925,0.227,-0.227,143.9,8.7,-8.7,1.47,0.24,-0.33,501,,,14.91,7.01,-6.42,19.5,5753,115,-92,4.2,0.201,-0.108,1.222,0.202,-0.27,283.8851,47.637218,12.464
11125613,CONFIRMED,CANDIDATE,0.998,9.99115241,5.857E-05,-5.857E-05,134.39335,0.00451,-0.00451,2454967.393,0.00451,-0.00451,0.691,0.275,-0.454,2.657,0.126,-0.126,391.7,25.5,-25.5,1.68,0.05,-0.12,660,,,44.77,6.21,-8.28,16.7,4838,77,-77,4.524,0.063,-0.018,0.796,0.027,-0.054,285.17334,48.770039,15.311
7212184,CONFIRMED,CANDIDATE,0.987,36.292017,0.0003443,-0.0003443,132.17691,0.00784,-0.00784,2454965.177,0.00784,-0.00784,0.002,0.452,-0.002,8.198,0.225,-0.225,374.7,19.8,-19.8,3.1,0.48,-0.66,694,,,54.91,22.52,-22.8,21.4,5843,79,-79,4.069,0.182,-0.084,1.615,0.252,-0.346,295.23926,42.726479,15.251
9757613,CONFIRMED,CANDIDATE,1,17.25121397,1.814E-05,-1.814E-05,149.886479,0.000854,-0.000854,2454982.886,0.000854,-0.000854,0.749,0.152,-0.509,2.0371,0.0447,-0.0447,2054.8,33.2,-33.2,2.64,0.15,-0.2,385,,,5.17,1.07,-1.13,68.6,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
6605493,CONFIRMED,CANDIDATE,1,9.30991834,5.387E-05,-5.387E-05,136.39785,0.00518,-0.00518,2454969.398,0.00518,-0.00518,0.551,0.019,-0.458,3.455,0.133,-0.133,114.5,6.8,-6.8,1.21,0.2,-0.14,913,,,164.38,72.29,-45.47,19.2,5806,104,-116,4.353,0.105,-0.116,1.101,0.174,-0.126,291.60675,42.035919,13.799
7259298,CONFIRMED,CANDIDATE,1,3.23941775,1.603E-05,-1.603E-05,133.98383,0.00367,-0.00367,2454966.984,0.00367,-0.00367,0.386,0.072,-0.386,2.569,0.12,-0.12,77.4,5.2,-5.2,0.77,0.21,-0.07,1213,,,511.14,416.08,-137.81,17.2,6075,163,-181,4.541,0.036,-0.204,0.858,0.238,-0.079,282.95694,42.825619,13.658
6211812,CONFIRMED,CANDIDATE,0.97,2.524017517,6.547E-06,-6.547E-06,133.85946,0.00221,-0.00221,2454966.859,0.00221,-0.00221,0.077,0.392,-0.077,1.1968,0.0723,-0.0723,303,19.2,-19.2,1.5,0.31,-0.17,1203,,,495.14,324.68,-148.57,19.8,5420,177,-161,4.487,0.077,-0.143,0.871,0.18,-0.097,293.94116,41.5905,15.55
3234598,CONFIRMED,CANDIDATE,1,31.2012202,0.0003489,-0.0003489,140.07042,0.00845,-0.00845,2454973.07,0.00845,-0.00845,0.714,0.035,-0.521,4.077,0.216,-0.216,360.1,28.6,-28.6,1.47,0.04,-0.08,406,,,6.44,0.82,-1.06,13.7,4513,71,-80,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07
8611832,CONFIRMED,CANDIDATE,0.972,22.5968256,0.0002242,-0.0002242,140.42654,0.00809,-0.00809,2454973.427,0.00809,-0.00809,0.062,0.38,-0.062,6.179,0.182,-0.182,142.9,7.1,-7.1,1.3,0.21,-0.2,670,,,47.7,21.7,-16.36,22.2,5610,112,-101,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584
8611832,CONFIRMED,CANDIDATE,0.973,45.3486381,0.0004007,-0.0004007,142.25049,0.00773,-0.00773,2454975.25,0.00773,-0.00773,0.847,0.049,-0.573,4.858,0.205,-0.205,162.9,11,-11,1.61,0.26,-0.26,531,,,18.84,8.56,-6.46,15.9,5610,112,-101,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584
5621586,CONFIRMED,CANDIDATE,1,5.25419589,1.901E-05,-1.901E-05,133.72952,0.00335,-0.00335,2454966.73,0.00335,-0.00335,0.007,0.417,-0.007,2.9878,0.0812,-0.0812,461.8,20.8,-20.8,2.12,0.69,-0.22,1093,,,338.15,328.83,-107.3,26.1,6123,190,-232,4.472,0.054,-0.216,0.987,0.317,-0.106,292.31512,40.838821,15.659
9210387,CONFIRMED,CANDIDATE,1,5.90608902,3.734E-05,-3.734E-05,131.56096,0.00487,-0.00487,2454964.561,0.00487,-0.00487,0.025,0.442,-0.025,2.409,0.17,-0.17,340.7,29.4,-29.4,1.77,0.55,-0.19,1012,,,247.83,233.88,-75.1,9.3,5966,186,-207,4.493,0.04,-0.216,0.961,0.299,-0.1,288.20764,45.683479,15.466
11852982,CONFIRMED,CANDIDATE,1,13.81504449,2.515E-05,-2.515E-05,181.12621,0.00145,-0.00145,2455014.126,0.00145,-0.00145,0.868,0.015,-0.639,2.3244,0.0921,-0.0921,1032.6,26.1,-26.1,1.91,0.13,-0.19,391,,,5.52,1.28,-1.42,46.7,3732,75,-83,4.736,0.052,-0.024,0.509,0.034,-0.05,284.9986,50.14679,14.216
8559152,CONFIRMED,CANDIDATE,0.974,12.4128518,9.937E-05,-9.937E-05,140.35679,0.00702,-0.00702,2454973.357,0.00702,-0.00702,0.711,0.251,-0.505,4.298,0.174,-0.174,108.1,6.5,-6.5,1.5,0.24,-0.27,933,,,179.24,81.22,-67.14,19.4,5945,118,-118,4.196,0.168,-0.112,1.346,0.214,-0.238,291.4743,44.68351,13.539
2718778,CONFIRMED,CANDIDATE,0.999,3.92453009,1.673E-05,-1.673E-05,132.40179,0.00398,-0.00398,2454965.402,0.00398,-0.00398,0.112,0.334,-0.112,3.691,0.107,-0.107,463.5,20.8,-20.8,1.82,0.45,-0.16,1074,,,314.25,237.87,-87.57,25.3,5776,181,-201,4.554,0.042,-0.168,0.849,0.209,-0.075,292.6904,37.93457,15.708
3122913,CONFIRMED,CANDIDATE,1,11.60653061,6.084E-05,-6.084E-05,134.41637,0.00387,-0.00387,2454967.416,0.00387,-0.00387,0.024,0.436,-0.024,2.194,0.119,-0.119,771.7,50.4,-50.4,1.88,0.07,-0.11,584,,,27.47,4.07,-4.81,17.8,4703,74,-84,4.582,0.049,-0.017,0.701,0.027,-0.041,292.90161,38.297081,15.701
9229657,CONFIRMED,CANDIDATE,1,2.66831274,1.026E-05,-1.026E-05,131.68823,0.00287,-0.00287,2454964.688,0.00287,-0.00287,0.333,0.122,-0.333,2.4141,0.0924,-0.0924,266.2,13.4,-13.4,1.48,0.37,-0.13,1252,,,581.38,440.61,-156.5,23.3,5806,157,-192,4.528,0.042,-0.168,0.899,0.231,-0.077,296.07568,45.62706,15.553
5175024,CONFIRMED,CANDIDATE,0.993,23.4772553,0.0002525,-0.0002525,145.3641,0.01,-0.01,2454978.364,0.01,-0.01,0.013,0.445,-0.013,6.735,0.31,-0.31,141.4,8.7,-8.7,1.34,0.42,-0.18,738,,,70.05,62.76,-24.08,17.6,6384,151,-207,4.361,0.087,-0.203,1.121,0.352,-0.151,288.09564,40.365971,13.973
9026749,CONFIRMED,CANDIDATE,0.956,66.5576728,0.0008992,-0.0008992,181.3241,0.0106,-0.0106,2455014.324,0.0106,-0.0106,0.254,0.196,-0.253,10.532,0.271,-0.271,214.2,10.5,-10.5,4.96,0.91,-1.69,757,,,77.68,38.53,-45.54,21.3,5734,95,-69,3.591,0.292,-0.097,3.405,0.625,-1.161,293.57394,45.384541,14.074
5794240,CONFIRMED,CANDIDATE,0.999,2.455240626,1.11E-07,-1.11E-07,170.821762,3.56E-05,-3.56E-05,2455003.822,3.56E-05,-3.56E-05,0.144,0.152,-0.084,1.72722,0.00373,-0.00373,36912,33.7,-33.7,10.6,0.43,-0.71,730,,,67.3,11.58,-13.73,1341.6,3793,76,-84,4.697,0.032,-0.02,0.568,0.023,-0.038,292.87289,41.06427,15.979
6933567,CONFIRMED,CANDIDATE,0.918,9.08233411,4.318E-05,-4.318E-05,139.65489,0.00446,-0.00446,2454972.655,0.00446,-0.00446,0.262,0.192,-0.262,2.008,0.114,-0.114,296.9,21.8,-21.8,1.35,0.24,-0.13,734,,,68.75,40.39,-18.3,15.8,5354,175,-159,4.587,0.032,-0.12,0.788,0.143,-0.071,286.60416,42.440319,15.4
9654468,CONFIRMED,CANDIDATE,1,47.7052566,0.0004697,-0.0004697,146.3164,0.01,-0.01,2454979.316,0.01,-0.01,0.918,0.025,-0.627,5.959,0.251,-0.251,1161.5,58.9,-58.9,2.89,0.12,-0.14,347,,,3.42,0.58,-0.57,22.8,4551,90,-90,4.609,0.036,-0.018,0.672,0.027,-0.033,294.00543,46.310692,16.22
4349452,CONFIRMED,CANDIDATE,1,6.238535444,2.325E-06,-2.325E-06,171.706325,0.000295,-0.000295,2455004.706,0.000295,-0.000295,0.008,0.266,-0.008,3.5255,0.0105,-0.0105,401.6,1.7,-1.7,2.53,0.14,-0.12,1185,,,465.61,82.26,-62.53,274.5,6267,81,-75,4.28,0.033,-0.03,1.258,0.072,-0.059,286.6384,39.487881,10.734
10027247,CONFIRMED,CANDIDATE,0.937,86.829519,0.00129,-0.00129,189.26162,0.00969,-0.00969,2455022.262,0.00969,-0.00969,0.953,0.018,-0.669,7.464,0.371,-0.371,751,57.2,-57.2,1.68,0.12,-0.21,196,,,0.35,0.08,-0.11,15.1,3576,71,-85,4.791,0.055,-0.035,0.463,0.034,-0.058,297.48669,46.996712,15.474
6343170,CONFIRMED,CANDIDATE,0.998,9.95667035,5.854E-05,-5.854E-05,136.5827,0.0063,-0.0063,2454969.583,0.0063,-0.0063,0.949,0.011,-0.691,3.534,0.11,-0.11,586.8,39.6,-39.6,3.41,1.12,-0.48,946,,,189.48,186.55,-67.05,16.8,6165,184,-202,4.365,0.105,-0.21,1.115,0.366,-0.157,283.2645,41.711449,15.309
7107802,CONFIRMED,CANDIDATE,0.996,10.41728722,6.695E-05,-6.695E-05,137.45784,0.00485,-0.00485,2454970.458,0.00485,-0.00485,0.12,0.32,-0.12,4.125,0.153,-0.153,210.4,11.4,-11.4,1.64,0.24,-0.26,870,,,135.34,52.68,-44.87,20.3,5557,83,-75,4.288,0.162,-0.108,1.151,0.166,-0.184,288.58835,42.605659,14.746
11752632,CONFIRMED,CANDIDATE,1,0.984941669,3.073E-06,-3.073E-06,133.31801,0.0026,-0.0026,2454966.318,0.0026,-0.0026,0.045,0.425,-0.045,1.9724,0.0763,-0.0763,81.4,4.1,-4.1,1.49,0.23,-0.34,2335,,,7044.68,2815.5,-3063.53,22.9,5825,79,-79,4.046,0.196,-0.084,1.662,0.252,-0.378,285.40494,49.99474,13.835
10028535,CONFIRMED,CANDIDATE,1,0.663085361,9.11E-07,-9.11E-07,131.97961,0.00111,-0.00111,2454964.98,0.00111,-0.00111,0.841,0.05,-0.579,1.1522,0.0383,-0.0383,322.7,11.5,-11.5,1.6,0.24,-0.12,1681,,,1894.94,982.81,-447.99,35.3,5172,170,-154,4.6,0.026,-0.097,0.767,0.119,-0.055,297.84149,46.967682,15.304
7047207,CONFIRMED,CANDIDATE,1,19.1187425,0.0001721,-0.0001721,138.42824,0.00733,-0.00733,2454971.428,0.00733,-0.00733,0.74,0.212,-0.532,6.805,0.217,-0.217,217.5,12.1,-12.1,2.33,0.37,-0.45,823,,,108.48,45.32,-41.75,20.5,5862,79,-79,4.148,0.176,-0.095,1.463,0.233,-0.284,295.59125,42.555241,14.838
9757613,CONFIRMED,CANDIDATE,1,3.543919702,4.494E-06,-4.494E-06,136.26075,0.00107,-0.00107,2454969.261,0.00107,-0.00107,0.022,0.267,-0.022,1.8717,0.0285,-0.0285,507,14.7,-14.7,1.21,0.06,-0.1,652,,,42.68,8.79,-9.36,38.2,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
11962284,CONFIRMED,CANDIDATE,0.999,8.83929462,4.929E-05,-4.929E-05,135.54125,0.00471,-0.00471,2454968.541,0.00471,-0.00471,0.924,0.018,-0.709,1.719,0.117,-0.117,316.2,25.8,-25.8,1.94,0.35,-0.21,778,,,86.5,49.08,-25.22,14.8,5330,159,-159,4.491,0.074,-0.126,0.87,0.157,-0.092,290.98923,50.30806,15.102
6842682,CONFIRMED,CANDIDATE,0.992,7.56126152,4.257E-05,-4.257E-05,135.6368,0.00492,-0.00492,2454968.637,0.00492,-0.00492,0.253,0.193,-0.253,2.851,0.159,-0.159,180.6,13.5,-13.5,1.2,0.34,-0.11,891,,,149.17,118.39,-40.15,15.7,5853,146,-175,4.529,0.048,-0.192,0.895,0.246,-0.082,284.28714,42.35561,14.64
8890150,CONFIRMED,CANDIDATE,0.985,34.9897847,0.0003803,-0.0003803,144.20912,0.0097,-0.0097,2454977.209,0.0097,-0.0097,0.034,0.422,-0.034,4.208,0.235,-0.235,498.5,47.2,-47.2,1.14,0.07,-0.1,292,,,1.71,0.35,-0.42,11.5,3765,75,-83,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987
8890150,CONFIRMED,CANDIDATE,0.983,7.05429483,4.132E-05,-4.132E-05,136.18961,0.00519,-0.00519,2454969.19,0.00519,-0.00519,0.48,0.048,-0.417,1.716,0.171,-0.171,359.3,39.2,-39.2,1,0.06,-0.09,497,,,14.46,2.98,-3.51,11.2,3765,75,-83,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987
11360805,CONFIRMED,CANDIDATE,1,26.7838935,0.0001582,-0.0001582,140.75396,0.00522,-0.00522,2454973.754,0.00522,-0.00522,0.036,0.442,-0.036,4.584,0.16,-0.16,365.3,19.4,-19.4,1.59,0.12,-0.08,523,,,17.69,4.04,-2.71,20.9,5242,84,-73,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803
9845898,CONFIRMED,CANDIDATE,1,45.126216,0.0004995,-0.0004995,165.42066,0.00907,-0.00907,2454998.421,0.00907,-0.00907,0.49,0.017,-0.456,6.656,0.266,-0.266,373.1,25.1,-25.1,2.32,0.76,-0.25,604,,,31.54,30.18,-9.87,17.1,6499,174,-232,4.378,0.067,-0.202,1.169,0.382,-0.127,297.37509,46.662209,14.689
12453581,CONFIRMED,CANDIDATE,0.986,11.94019101,7.096E-05,-7.096E-05,136.55603,0.00483,-0.00483,2454969.556,0.00483,-0.00483,0.348,0.114,-0.348,2.866,0.163,-0.163,631.7,45.7,-45.7,1.86,0.24,-0.12,625,,,35.99,16.45,-8.17,15.6,5073,168,-152,4.607,0.024,-0.084,0.748,0.098,-0.049,287.52203,51.375858,15.912
11179076,CONFIRMED,CANDIDATE,0.985,48.4313003,0.0003548,-0.0003548,141.45612,0.00592,-0.00592,2454974.456,0.00592,-0.00592,0.846,0.072,-0.594,4.03,0.192,-0.192,886.4,58.9,-58.9,2.78,0.1,-0.19,396,,,5.81,0.82,-1.13,17.3,4891,78,-87,4.516,0.067,-0.018,0.805,0.028,-0.056,285.23245,48.806721,15.605
5364071,CONFIRMED,CANDIDATE,1,7.203855862,5.921E-06,-5.921E-06,170.285731,0.000652,-0.000652,2455003.286,0.000652,-0.000652,0.037,0.259,-0.037,2.5418,0.0226,-0.0226,1765.9,19.2,-19.2,2.25,0.13,-0.17,509,,,15.87,3.28,-3.47,101.1,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
5959719,CONFIRMED,CANDIDATE,0.922,6.73808701,4.473E-05,-4.473E-05,133.32953,0.0058,-0.0058,2454966.33,0.0058,-0.0058,0.148,0.321,-0.148,2.591,0.158,-0.158,92.9,7.5,-7.5,0.73,0.04,-0.04,786,,,90.19,20.15,-15.35,14.4,5168,102,-102,4.566,0.036,-0.048,0.769,0.049,-0.04,291.62878,41.208599,13.942
7021681,CONFIRMED,CANDIDATE,1,27.52194772,3.058E-05,-3.058E-05,189.824523,0.000808,-0.000808,2455022.825,0.000808,-0.000808,0.35,0.052,-0.35,4.047,0.0415,-0.0415,2312.8,24.1,-24.1,2.47,0.17,-0.21,314,,,2.28,0.56,-0.53,106.5,3780,76,-83,4.746,0.042,-0.031,0.511,0.036,-0.043,287.85812,42.542629,15.108
4346178,CONFIRMED,CANDIDATE,1,16.1289679,0.0001552,-0.0001552,143.75518,0.00746,-0.00746,2454976.755,0.00746,-0.00746,0.968,0.046,-0.684,6.271,0.366,-0.366,389,21.1,-21.1,2.94,0.61,-0.5,715,,,61.87,34.02,-21.74,21.3,5392,80,-80,4.314,0.165,-0.15,1.087,0.227,-0.185,285.27643,39.446911,15.022
9664142,CONFIRMED,CANDIDATE,0.978,13.5631157,0.0001434,-0.0001434,140.65364,0.0078,-0.0078,2454973.654,0.0078,-0.0078,0.704,0.005,-0.524,5.438,0.23,-0.23,336.4,25.2,-25.2,1.75,0.51,-0.17,733,,,68.41,58.24,-19.62,15.4,5853,157,-192,4.529,0.048,-0.192,0.895,0.26,-0.087,297.33945,46.347252,15.785
10018233,CONFIRMED,CANDIDATE,0.894,16.2959916,7.703E-05,-7.703E-05,133.90784,0.00375,-0.00375,2454966.908,0.00375,-0.00375,0.213,0.244,-0.213,2.116,0.128,-0.128,369.6,28,-28,1.83,0.21,-0.17,678,,,49.81,16.07,-10.93,15.7,5495,74,-82,4.442,0.072,-0.099,0.961,0.115,-0.086,294.47833,46.945862,15.243
8081899,CONFIRMED,CANDIDATE,0.986,4.16056658,2.577E-05,-2.577E-05,132.27418,0.00482,-0.00482,2454965.274,0.00482,-0.00482,0.069,0.395,-0.069,2.61,0.167,-0.167,75.8,5.5,-5.5,0.7,0.14,-0.06,985,,,222.54,133.7,-53.5,16.3,5481,147,-147,4.574,0.032,-0.136,0.815,0.163,-0.065,284.90302,43.95396,13.889
8478994,CONFIRMED,CANDIDATE,0.997,39.79220077,3.007E-05,-3.007E-05,175.250558,0.000584,-0.000584,2455008.251,0.000584,-0.000584,0.019,0.336,-0.019,4.466,0.0216,-0.0216,610.4,3.6,-3.6,1.9,0.08,-0.07,458,,,10.38,1.54,-1.37,179.5,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
8631504,CONFIRMED,CANDIDATE,1,14.8200596,0.0001119,-0.0001119,133.39933,0.00538,-0.00538,2454966.399,0.00538,-0.00538,0.059,0.367,-0.059,3.902,0.201,-0.201,184.9,10.3,-10.3,0.96,0.06,-0.04,552,,,21.92,4.66,-3.27,21.9,4825,96,-96,4.603,0.018,-0.045,0.732,0.043,-0.029,294.39105,44.762959,14.146
8110767,CONFIRMED,CANDIDATE,0.96,20.49041,0.0001751,-0.0001751,144.41979,0.00763,-0.00763,2454977.42,0.00763,-0.00763,0.011,0.44,-0.011,4.369,0.17,-0.17,661.8,33.3,-33.3,2.34,0.67,-0.22,625,,,36.01,31.47,-10.47,23.3,5681,180,-200,4.524,0.036,-0.204,0.923,0.264,-0.088,296.18829,43.936852,15.93
6767840,CONFIRMED,CANDIDATE,1,8.679037,3.976E-05,-3.976E-05,140.90423,0.00409,-0.00409,2454973.904,0.00409,-0.00409,0.224,0.234,-0.224,2.864,0.106,-0.106,301.6,17.3,-17.3,1.79,0.59,-0.25,949,,,191.84,188.93,-68.41,19.9,6117,190,-212,4.42,0.087,-0.203,1.027,0.334,-0.143,288.77182,42.213219,15.18
8379705,CONFIRMED,CANDIDATE,1,11.1296971,9.103E-05,-9.103E-05,138.57573,0.00645,-0.00645,2454971.576,0.00645,-0.00645,0.572,0.383,-0.369,2.942,0.218,-0.218,371,30,-30,1.93,0.62,-0.2,843,,,119.44,115.92,-36.66,14.7,6122,190,-232,4.487,0.052,-0.208,0.964,0.309,-0.097,296.60141,44.32526,15.859
9896018,CONFIRMED,CANDIDATE,0.999,2.7296036,1.312E-05,-1.312E-05,133.28661,0.00379,-0.00379,2454966.287,0.00379,-0.00379,0.509,0.428,-0.308,2.721,0.123,-0.123,145.6,8.8,-8.8,1.53,0.26,-0.22,1455,,,1056.15,466.02,-319.04,18.4,5887,70,-79,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
11037511,CONFIRMED,CANDIDATE,1,3.11604194,1.188E-05,-1.188E-05,133.84988,0.00285,-0.00285,2454966.85,0.00285,-0.00285,0.195,0.283,-0.195,1.7763,0.099,-0.099,345.2,21.1,-21.1,1.59,0.43,-0.11,1123,,,375.55,315.68,-92.68,18.8,5591,175,-194,4.559,0.033,-0.187,0.86,0.237,-0.059,295.35446,48.5154,15.79
9757613,CONFIRMED,CANDIDATE,0.965,46.82767725,9.794E-05,-9.794E-05,136.74468,0.00179,-0.00179,2454969.745,0.00179,-0.00179,0.393,0.027,-0.393,1.9033,0.0569,-0.0569,1537.7,52.9,-52.9,2.13,0.12,-0.16,276,,,1.37,0.28,-0.3,32.4,3879,77,-85,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473
11818872,CONFIRMED,CANDIDATE,1,12.7372371,0.0001298,-0.0001298,136.0162,0.00864,-0.00864,2454969.016,0.00864,-0.00864,0.364,0.083,-0.364,3.358,0.225,-0.225,100.8,9.4,-9.4,0.87,0.09,-0.05,697,,,55.82,17.76,-9.93,12.9,5420,108,-97,4.502,0.058,-0.078,0.868,0.09,-0.052,294.35092,50.081089,13.463
11771430,CONFIRMED,CANDIDATE,0.984,40.0306267,0.0003401,-0.0003401,148.85882,0.00773,-0.00773,2454981.859,0.00773,-0.00773,0.322,0.131,-0.322,4.815,0.188,-0.188,214.5,12.8,-12.8,2.01,0.35,-0.38,617,,,34.19,16.13,-13.41,19.5,5855,104,-116,4.227,0.143,-0.117,1.373,0.235,-0.259,295.84653,49.936131,13.628
5513012,CONFIRMED,CANDIDATE,1,0.679336747,8.23E-07,-8.23E-07,132.856178,0.000984,-0.000984,2454965.856,0.000984,-0.000984,0.209,0.239,-0.209,1.2188,0.0366,-0.0366,240.7,7.7,-7.7,1.4,0.16,-0.08,1883,,,2982.78,913.26,-501.97,36.7,5440,73,-81,4.491,0.045,-0.098,0.913,0.103,-0.055,283.92004,40.740131,14.159
11253827,CONFIRMED,CANDIDATE,0.82,88.5122014,0.0002736,-0.0002736,182.67266,0.00239,-0.00239,2455015.673,0.00239,-0.00239,0.242,0.177,-0.242,6.8214,0.0958,-0.0958,2518.7,43.3,-43.3,4.7,0.61,-0.37,390,,,5.47,2.08,-1.19,63.1,5593,111,-111,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921
7047363,CONFIRMED,CANDIDATE,1,31.0572947,0.0002303,-0.0002303,147.56275,0.00616,-0.00616,2454980.563,0.00616,-0.00616,0.335,0.135,-0.335,3.401,0.197,-0.197,636.6,46.6,-46.6,1.85,0.34,-0.14,480,,,12.57,7.33,-2.98,15.8,5395,177,-144,4.615,0.035,-0.112,0.734,0.132,-0.057,295.62469,42.545898,15.956
11968463,CONFIRMED,CANDIDATE,0.982,15.1622287,0.000124,-0.000124,144.474,0.00819,-0.00819,2454977.474,0.00819,-0.00819,0.959,0.014,-0.651,7.332,0.448,-0.448,479.8,18.7,-18.7,3.12,1.09,-0.36,829,,,111.74,114.89,-37.97,28.5,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
11968463,CONFIRMED,CANDIDATE,1,10.04378351,6.551E-05,-6.551E-05,353.61859,0.00417,-0.00417,2455186.619,0.00417,-0.00417,0.953,0.011,-0.648,5.548,0.223,-0.223,437.9,16.6,-16.6,2.94,1.03,-0.34,951,,,193.39,198.85,-65.71,28.8,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
9880190,CONFIRMED,CANDIDATE,0.976,4.5513988,2.001E-05,-2.001E-05,133.05954,0.0036,-0.0036,2454966.06,0.0036,-0.0036,0.248,0.199,-0.248,2.457,0.101,-0.101,188.7,11.4,-11.4,1.13,0.04,-0.09,907,,,159.65,24.49,-31.24,19.4,5009,80,-80,4.491,0.077,-0.028,0.84,0.034,-0.062,286.48364,46.752621,15.035
